typ_lokality;sitecode;nazev_lokality;typ_pro;skupina;kod_pro;nazev_pro
EVL;CZ0624043;Stolová hora;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0624043;Stolová hora;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6240;Subpanonské stepní trávníky
EVL;CZ0624043;Stolová hora;Stanovištì;Skalní stanovištì a jeskynì;8160;Vápnité sutì pahorkatin a horského stupnì
EVL;CZ0624043;Stolová hora;Stanovištì;Skalní stanovištì a jeskynì;8210;Chasmofytická vegetace vápnitıch skalnatıch svahù
EVL;CZ0624043;Stolová hora;Stanovištì;Skalní stanovištì a jeskynì;8310;Jeskynì nepøístupné veøejnosti
EVL;CZ0423228;Strádovskı rybník;Druh;Obojivelníci;;kuòka ohnivá (Bombina bombina)
EVL;CZ0624020;Stránská skála;Druh;Cévnaté rostliny;;koniklec velkokvìtı (Pulsatilla grandis)
EVL;CZ0624020;Stránská skála;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6110;Vápnité nebo bazické skalní trávníky (Alysso-Sedion albi)
EVL;CZ0624020;Stránská skála;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6190;Panonské skalní trávníky (Stipo-Festucetalia pallentis)
EVL;CZ0624020;Stránská skála;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0624020;Stránská skála;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6240;Subpanonské stepní trávníky
EVL;CZ0624020;Stránská skála;Stanovištì;Skalní stanovištì a jeskynì;8210;Chasmofytická vegetace vápnitıch skalnatıch svahù
EVL;CZ0624020;Stránská skála;Stanovištì;Skalní stanovištì a jeskynì;8310;Jeskynì nepøístupné veøejnosti
EVL;CZ0313123;Stropnice;Druh;Motıli;;modrásek oèkovanı (Phengaris teleius)
EVL;CZ0313123;Stropnice;Druh;Ostatní savci;;vydra øíèní (Lutra lutra)
EVL;CZ0214039;Stroupínskı potok;Druh;Korıši;;rak kamenáè (Austropotamobius torrentium)
EVL;CZ0214039;Stroupínskı potok;Druh;Ryby;;vranka obecná (Cottus gobio)
EVL;CZ0513257;Strunické rybníky;Druh;Obojivelníci;;kuòka ohnivá (Bombina bombina)
EVL;CZ0623026;Studánkovı vrch;Druh;Motıli;;bourovec trnkovı (Eriogaster catax)
EVL;CZ0320437;Svaté Pole;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6510;Extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)
EVL;CZ0513509;Svitavka;Druh;Mihule;;mihule potoèní (Lampetra planeri)
EVL;CZ0310611;Široké blato;Stanovištì;Lesy;91D0;Rašelinnı les
EVL;CZ0310611;Široké blato;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0813765;Štola Franz - Franz;Druh;Netopıøi;;netopır brvitı (Myotis emarginatus)
EVL;CZ0813765;Štola Franz - Franz;Druh;Netopıøi;;netopır velkı (Myotis myotis)
EVL;CZ0813765;Štola Franz - Franz;Druh;Netopıøi;;vrápenec malı (Rhinolophus hipposideros)
EVL;CZ0213621;Štoly Velké Ameriky;Druh;Netopıøi;;netopır èernı (Barbastella barbastellus)
EVL;CZ0213621;Štoly Velké Ameriky;Druh;Netopıøi;;netopır velkı (Myotis myotis)
EVL;CZ0810036;Štramberk;Stanovištì;Lesy;9180;Lesy svazu Tilio-Acerion na svazích, sutích a v roklích
EVL;CZ0810036;Štramberk;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6110;Vápnité nebo bazické skalní trávníky (Alysso-Sedion albi)
EVL;CZ0810036;Štramberk;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6190;Panonské skalní trávníky (Stipo-Festucetalia pallentis)
EVL;CZ0810036;Štramberk;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0810036;Štramberk;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210p;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia), vıznaèná nalezištì vstavaèovitıch - prioritní stanovištì
EVL;CZ0810036;Štramberk;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6510;Extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)
EVL;CZ0810036;Štramberk;Stanovištì;Skalní stanovištì a jeskynì;8210;Chasmofytická vegetace vápnitıch skalnatıch svahù
EVL;CZ0810036;Štramberk;Stanovištì;Vrchovištì, rašeliništì a moèály;7220;Petrifikující prameny s tvorbou pìnovcù (Cratoneurion)
EVL;CZ0324029;Tìchonická draha;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0324029;Tìchonická draha;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0413195;Teplá s pøítoky a Otroèínskı potok;Druh;Ryby;;vranka obecná (Cottus gobio)
EVL;CZ0313004;Terèino údolí;Druh;Motıli;;modrásek oèkovanı (Phengaris teleius)
EVL;CZ0210062;Teslíny;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6230;Druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech)
EVL;CZ0210062;Teslíny;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6410;Bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae)
EVL;CZ0210062;Teslíny;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6430;Vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì
EVL;CZ0210062;Teslíny;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6510;Extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)
EVL;CZ0213078;Trhovky;Druh;Ostatní savci;;sysel obecnı (Spermophilus citellus)
EVL;CZ0622026;Trkmanské louky;Druh;Cévnaté rostliny;;pcháè lutoostennı (Cirsium brachycephalum)
EVL;CZ0313131;Tøeboò;Druh;Brouci;;tesaøík obrovskı (Cerambyx cerdo)
EVL;CZ0313131;Tøeboò;Druh;Brouci;;páchník hnìdı (Osmoderma eremita)
EVL;CZ0213043;Tøeštibok;Druh;Motıli;;pøástevník kostivalovı (Euplagia quadripunctaria)
EVL;CZ0624098;Turold;Druh;Cévnaté rostliny;;kosatec skalní (Iris humilis)
EVL;CZ0624098;Turold;Druh;Netopıøi;;vrápenec malı (Rhinolophus hipposideros)
EVL;CZ0624098;Turold;Stanovištì;Skalní stanovištì a jeskynì;8310;Jeskynì nepøístupné veøejnosti
EVL;CZ0413018;U hájenky;Druh;Motıli;;hnìdásek chrastavcovı (Euphydryas aurinia)
EVL;CZ0623367;U Huberta;Druh;Obojivelníci;;èolek velkı (Triturus cristatus)
EVL;CZ0622223;U kaplièky;Druh;Cévnaté rostliny;;kosatec skalní (Iris humilis)
EVL;CZ0622223;U kaplièky;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6240*;Subpanonské stepní trávníky
EVL;CZ0413193;U sedmi rybníkù;Druh;Obojivelníci;;èolek velkı (Triturus cristatus)
EVL;CZ0533301;Údolí Chrudimky;Druh;Mihule;;mihule potoèní (Lampetra planeri)
EVL;CZ0514672;Údolí Jizery a Kamenice;Stanovištì;Lesy;9110;Buèiny asociace Luzulo-Fagetum
EVL;CZ0514672;Údolí Jizery a Kamenice;Stanovištì;Lesy;9130;Buèiny asociace Asperulo-Fagetum
EVL;CZ0514672;Údolí Jizery a Kamenice;Stanovištì;Lesy;9180;Lesy svazu Tilio-Acerion na svazích, sutích a v roklích
EVL;CZ0514672;Údolí Jizery a Kamenice;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6430;Vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì
EVL;CZ0514672;Údolí Jizery a Kamenice;Druh;Ryby;;vranka obecná (Cottus gobio)
EVL;CZ0514672;Údolí Jizery a Kamenice;Stanovištì;Skalní stanovištì a jeskynì;8220;Chasmofytická vegetace silikátovıch skalnatıch svahù
EVL;CZ0514672;Údolí Jizery a Kamenice;Stanovištì;Sladkovodní stanovištì;3220;Alpínské øeky a bylinná vegetace podél jejich bøehù
EVL;CZ0514672;Údolí Jizery a Kamenice;Stanovištì;Sladkovodní stanovištì;3260;Níinné a horské vodní toky s vegetací svazù Ranunculion fluitantis a Callitricho-Batrachion
EVL;CZ0514672;Údolí Jizery a Kamenice;Stanovištì;Vøesovištì a køoviny mírného pásu;4030;Evropská suchá vøesovištì
EVL;CZ0523291;Uhøínov - Benátky;Druh;Motıli;;modrásek bahenní (Phengaris nausithous)
EVL;CZ0313134;Újezdec;Druh;Obojivelníci;;kuòka ohnivá (Bombina bombina)
EVL;CZ0423656;Úštìk - kostel;Druh;Netopıøi;;netopır velkı (Myotis myotis)
EVL;CZ0210118;V jezírkách;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6430;Vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì
EVL;CZ0210118;V jezírkách;Stanovištì;Sladkovodní stanovištì;3140;Tvrdé oligo-mezotrofní vody s bentickou vegetací paronatek
EVL;CZ0210118;V jezírkách;Stanovištì;Vrchovištì, rašeliništì a moèály;7230;Zásaditá slatiništì
EVL;CZ0324032;V Morávkách;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6230;Druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech)
EVL;CZ0324032;V Morávkách;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6410;Bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae)
EVL;CZ0210726;Vápnomilnı bor u Líského;Stanovištì;Lesy;91U0;Lesostepní bory
EVL;CZ0620024;Váté písky;Stanovištì;Pobøení píseèné duny a kontinentální duny;2330;Otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis)
EVL;CZ0620024;Váté písky;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6260;Panonské písèité stepi
EVL;CZ0622161;Ve lebì;Druh;Cévnaté rostliny;;koniklec velkokvìtı (Pulsatilla grandis)
EVL;CZ0620018;Vìtrníky;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0620018;Vìtrníky;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6240;Subpanonské stepní trávníky
EVL;CZ0313137;Veveøskı potok;Druh;Mihule;;mihule potoèní (Lampetra planeri)
EVL;CZ0314638;Voseckı rybník;Druh;Cévnaté rostliny;;puchıøka útlá (Coleanthus subtilis)
EVL;CZ0314638;Voseckı rybník;Stanovištì;Sladkovodní stanovištì;3130;Oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea
EVL;CZ0522127;Vraba;Druh;Cévnaté rostliny;;zvonovec liliolistı (Adenophora liliifolia)
EVL;CZ0513508;Zahrádky;Druh;Brouci;;páchník hnìdı (Osmoderma eremita)
EVL;CZ0523267;Zaorlicko;Stanovištì;Lesy;9,10E+01;Smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae)
EVL;CZ0523267;Zaorlicko;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6520;Horské seèení loouky
EVL;CZ0523267;Zaorlicko;Druh;Ryby;;vranka obecná (Cottus gobio)
EVL;CZ0610170;Zhejral;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6230;Druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech)
EVL;CZ0610170;Zhejral;Stanovištì;Sladkovodní stanovištì;3130;Oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea
EVL;CZ0610170;Zhejral;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0713397;Zlaté Hory - Èerné jezero;Druh;Obojivelníci;;èolek karpatskı (Triturus montandoni)
EVL;CZ0530504;Zubøí;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6230;Druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech)
EVL;CZ0610401;ákova hora;Stanovištì;Lesy;9110;Buèiny asociace Luzulo-Fagetum
EVL;CZ0610401;ákova hora;Stanovištì;Lesy;9130;Buèiny asociace Asperulo-Fagetum
EVL;CZ0610401;ákova hora;Druh;Mechorosty;;dvouhrotec zelenı (Dicranum viride)
EVL;CZ0810425;ermanickı lom;Stanovištì;Sladkovodní stanovištì;3140;Tvrdé oligo-mezotrofní vody s bentickou vegetací paronatek
EVL;CZ0313141;ofina Hu;Druh;Motıli;;modrásek bahenní (Phengaris nausithous)
EVL;CZ0310605;ofinka;Stanovištì;Lesy;91D0;Rašelinnı les
