typ_predmetu_hodnoceni;kod_chu;nazev_chu;druh;feature_code;hodnocene_obdobi_od;hodnocene_obdobi_do;oop;parametr_nazev;parametr_hodnota;parametr_limit;parametr_jednotka;stav;trend;datum_hodnoceni;pracoviste;metodika
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;35;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;36;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;špatný;zhoršující se;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;21;24;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;22;120;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;80;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;30;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;35;75;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;36;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;zhoršující se;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0314639;Rybníky u Lovětína;Triturus cristatus;1166;2022-05-16;2024-07-28;Krajský úřad Jihočeského kraje;131;4;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;27;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;21;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;22;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;80;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;33;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;131;4;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614052;Rybníky u Rudolce;Bombina bombina;1188;2022-05-03;2024-05-19;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;27;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;21;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;22;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;80;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;32;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;34;75;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;38;75;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;131;4;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614058;Rybníky V Pouštích;Bombina bombina;1188;2022-04-28;2024-07-02;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-04-10;RP Vysočina;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;27;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;21;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;22;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;80;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;32;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;36;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;37;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;131;2;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423228;Strádovský rybník;Bombina bombina;1188;2022-05-19;2024-07-18;Krajský úřad Ústeckého kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;27;75;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;21;13;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;22;70;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;32;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;36;75;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;130;75;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;131;4;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613013;Šilhánky;Bombina bombina;1188;2022-05-03;2024-10-15;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;dobrý;setrvalý;2025-04-10;RP Vysočina;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;27;80;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;21;34;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;22;160;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;80;60;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;32;80;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;130;60;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;131;5;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313125;Tábor - Zahrádka;Bombina bombina;1188;2022-05-04;2024-06-09;Krajský úřad Jihočeského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;21;23;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;22;110;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;80;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;130;66.67;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;131;3;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613335;U Borovné;Bombina bombina;1188;2022-05-03;2023-07-10;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-04-10;RP Vysočina;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;21;254;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;22;2110;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;32;25;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
