"","sitecode","habitat","region_id","pair","datum_new","datum_old"
"2147","CZ0714075","9110","CZ2671","VMB1_VMB2",2012-07-25,2001-08-27
"2148","CZ0714075","9110","CZ2714","VMB1_VMB2",2010-07-17,2001-09-15
"2149","CZ0714075","91D0","CZ2632","VMB1_VMB2",2013-08-02,2002-05-18
"2150","CZ0714075","91D0","CZ2667","VMB1_VMB2",2013-07-24,2002-05-18
"2151","CZ0714075","91D0","CZ2671","VMB1_VMB2",2012-07-23,2002-05-18
"2152","CZ0714075","9410","CZ2632","VMB1_VMB2",2013-08-06,2002-07-01
"2153","CZ0714075","9410","CZ2667","VMB1_VMB2",2013-07-25,2002-05-18
"2154","CZ0714075","9410","CZ2671","VMB1_VMB2",2012-07-25,2002-05-18
"2155","CZ0714075","9410","CZ2714","VMB1_VMB2",2010-08-28,2002-05-16
"2156","CZ0714077","9110","CZ0296","VMB1_VMB2",2013-09-07,2001-10-20
"2157","CZ0714077","9110","CZ0297","VMB1_VMB2",2012-07-18,2002-07-17
"2158","CZ0714077","9110","CZ0298","VMB2_VMB0",2022-09-06,2008-01-30
"2159","CZ0714077","9110","CZ0775","VMB2_VMB0",2023-07-14,2008-09-10
"2160","CZ0714077","9110","CZ0781","VMB1_VMB2",2008-07-10,2001-09-03
"2161","CZ0714077","9110","CZ0782","VMB1_VMB2",2008-08-19,2002-10-25
"2162","CZ0714077","9110","CZ0790","VMB1_VMB2",2008-09-04,2001-08-17
"2163","CZ0714077","9110","CZ2471","VMB1_VMB2",2009-06-18,2001-10-01
"2164","CZ0714077","91D0","CZ0296","VMB1_VMB2",2013-09-07,2001-10-15
"2165","CZ0714077","91D0","CZ0297","VMB1_VMB2",2012-07-18,2001-10-15
"2166","CZ0714077","91D0","CZ0298","VMB2_VMB0",2022-09-06,2008-02-17
"2167","CZ0714077","91D0","CZ0775","VMB2_VMB0",2023-07-14,2008-09-03
"2168","CZ0714077","91D0","CZ0781","VMB1_VMB2",2008-07-01,2001-09-03
"2169","CZ0714077","91D0","CZ0782","VMB1_VMB2",2008-08-01,2001-10-03
"2170","CZ0714077","91D0","CZ0790","VMB1_VMB2",2008-09-02,2001-08-16
"2171","CZ0714077","91D0","CZ2438","VMB1_VMB2",2009-07-04,2001-07-01
"2172","CZ0714077","9410","CZ0296","VMB1_VMB2",2013-09-07,2002-12-31
"2173","CZ0714077","9410","CZ0297","VMB1_VMB2",2012-07-18,2002-07-16
"2174","CZ0714077","9410","CZ0298","VMB2_VMB0",2022-09-06,2013-09-07
"2175","CZ0714077","9410","CZ0775","VMB2_VMB0",2023-07-18,2008-09-03
"2176","CZ0714077","9410","CZ0781","VMB1_VMB2",2008-07-10,2002-12-31
"2177","CZ0714077","9410","CZ0782","VMB1_VMB2",2008-08-19,2002-12-31
"2178","CZ0714077","9410","CZ0790","VMB1_VMB2",2008-10-10,2001-10-11
"2179","CZ0714077","9410","CZ2438","VMB1_VMB2",2009-07-04,2001-07-01
"2180","CZ0714077","9410","CZ2471","VMB1_VMB2",2009-06-19,2002-12-31
"2181","CZ0714078","9110","CZ0764","VMB2_VMB0",2023-07-19,2008-08-21
"2182","CZ0714078","9130","CZ0764","VMB2_VMB0",2023-07-28,2008-08-25
"2183","CZ0714078","9130","CZ2332","VMB1_VMB2",2014-09-16,2001-10-10
"2184","CZ0714078","9130","CZ2438","VMB1_VMB2",2009-07-06,2001-09-27
"2185","CZ0714078","9180","CZ0764","VMB2_VMB0",2023-07-28,2008-08-25
"2186","CZ0714080","9130","CZ0699","VMB2_VMB0",2022-06-27,2008-06-09
"2187","CZ0714080","9150","CZ0699","VMB2_VMB0",2022-06-27,2008-06-09
"2188","CZ0714080","9180","CZ0699","VMB2_VMB0",2022-06-27,2008-06-07
"2189","CZ0714081","91D0","CZ2704","VMB2_VMB0",2024-08-13,2009-09-22
"2190","CZ0714081","91D0","CZ2712","VMB1_VMB2",2009-06-15,2002-08-17
"2191","CZ0714081","9410","CZ2704","VMB2_VMB0",2024-09-05,2009-09-22
"2192","CZ0714081","9410","CZ2767","VMB1_VMB2",2011-10-06,2002-08-17
"2193","CZ0714082","9170","CZ0629","VMB2_VMB0",2022-05-17,2008-08-05
"2194","CZ0714082","9170","CZ0641","VMB1_VMB2",2008-06-07,2001-07-08
"2195","CZ0714082","91F0","CZ0629","VMB2_VMB0",2022-05-17,2008-08-06
"2196","CZ0714082","91F0","CZ0641","VMB2_VMB0",2023-05-27,2008-06-06
"2197","CZ0714082","91F0","CZ1667","VMB1_VMB2",2012-09-01,2001-07-23
"2198","CZ0714082","91F0","CZ1687","VMB1_VMB2",2010-09-10,2004-08-12
"2199","CZ0714084","9110","CZ0797","VMB2_VMB0",2023-11-04,2008-09-27
"2200","CZ0714084","9110","CZ2574","VMB1_VMB2",2017-08-30,2003-06-30
"2201","CZ0714084","9130","CZ0797","VMB2_VMB0",2023-11-04,2008-10-05
"2202","CZ0714084","9130","CZ2508","VMB1_VMB2",2018-08-21,2002-10-01
"2203","CZ0714084","9130","CZ2574","VMB1_VMB2",2017-08-30,2003-06-30
"2204","CZ0714085","91E0","CZ0618","VMB2_VMB0",2023-04-22,2008-05-25
"2205","CZ0714085","91E0","CZ0647","VMB2_VMB0",2021-10-15,2008-09-23
"2206","CZ0714085","91E0","CZ1460","VMB1_VMB2",2014-05-13,2001-09-09
"2207","CZ0714085","91E0","CZ1561","VMB2_VMB0",2023-06-03,2010-06-26
"2208","CZ0714085","91E0","CZ1605","VMB2_VMB0",2023-05-31,2010-09-21
"2209","CZ0714085","91E0","CZ1648","VMB1_VMB2",2009-05-18,2001-07-07
"2210","CZ0714085","91E0","CZ1764","VMB1_VMB2",2012-09-17,2004-05-15
"2211","CZ0714085","91F0","CZ0613","VMB2_VMB0",2022-08-03,2014-04-19
"2212","CZ0714085","91F0","CZ0618","VMB2_VMB0",2023-04-24,2014-04-07
"2213","CZ0714085","91F0","CZ0647","VMB2_VMB0",2021-10-15,2008-09-23
"2214","CZ0714085","91F0","CZ1460","VMB1_VMB2",2014-05-13,2001-09-15
"2215","CZ0714085","91F0","CZ1561","VMB2_VMB0",2023-06-03,2010-06-26
"2216","CZ0714085","91F0","CZ1567","VMB1_VMB2",2012-06-16,2002-08-20
"2217","CZ0714085","91F0","CZ1605","VMB2_VMB0",2023-06-05,2010-09-21
"2218","CZ0714085","91F0","CZ1648","VMB2_VMB0",2022-05-03,2009-05-18
"2219","CZ0714086","9110","CZ0293","VMB1_VMB2",2009-03-28,2005-08-09
"2220","CZ0714086","9110","CZ0294","VMB2_VMB0",2024-10-14,2008-10-21
"2221","CZ0714086","9110","CZ0295","VMB2_VMB0",2023-07-09,2011-09-04
"2222","CZ0714086","9110","CZ0828","VMB1_VMB2",2010-10-01,2002-06-28
"2223","CZ0714086","9110","CZ0829","VMB1_VMB2",2008-09-05,2003-09-07
"2224","CZ0714086","9110","CZ0841","VMB1_VMB2",2009-10-29,2003-10-24
"2225","CZ0714086","9110","CZ2825","VMB1_VMB2",2010-10-11,2003-10-19
"2226","CZ0714086","9110","CZ2883","VMB1_VMB2",2011-09-04,2004-08-20
"2227","CZ0714086","9130","CZ0293","VMB1_VMB2",2009-03-28,2005-09-28
"2228","CZ0714086","9130","CZ0294","VMB2_VMB0",2024-10-14,2008-10-21
"2229","CZ0714086","9130","CZ0295","VMB2_VMB0",2023-07-09,2011-09-03
"2230","CZ0714086","9130","CZ0828","VMB1_VMB2",2010-10-01,2005-08-04
"2231","CZ0714086","9130","CZ0829","VMB1_VMB2",2008-09-05,2003-10-10
"2232","CZ0714086","9130","CZ0841","VMB1_VMB2",2009-10-29,2003-10-29
"2233","CZ0714086","9130","CZ2825","VMB1_VMB2",2010-10-11,2003-10-19
"2234","CZ0714086","9130","CZ2883","VMB1_VMB2",2011-09-04,2005-09-28
"2235","CZ0714086","9180","CZ0293","VMB1_VMB2",2009-03-28,2004-08-20
"2236","CZ0714086","9180","CZ0294","VMB2_VMB0",2024-09-28,2008-06-21
"2237","CZ0714086","9180","CZ0295","VMB1_VMB2",2007-08-31,2004-08-20
"2238","CZ0714086","9180","CZ0828","VMB1_VMB2",2010-09-30,2002-05-06
"2239","CZ0714086","9180","CZ0829","VMB1_VMB2",2008-09-05,2003-09-07
"2240","CZ0714086","9180","CZ0841","VMB1_VMB2",2009-10-29,2003-10-24
"2241","CZ0714086","9180","CZ2825","VMB1_VMB2",2010-10-11,2003-10-19
"2242","CZ0714086","91E0","CZ0293","VMB1_VMB2",2008-10-22,2004-08-20
"2243","CZ0714086","91E0","CZ0294","VMB2_VMB0",2024-10-14,2008-10-19
"2244","CZ0714086","91E0","CZ0295","VMB2_VMB0",2023-07-09,2007-08-31
"2245","CZ0714086","91E0","CZ0828","VMB1_VMB2",2010-10-01,2001-09-05
"2246","CZ0714086","91E0","CZ0829","VMB1_VMB2",2008-09-01,2001-09-08
"2247","CZ0714086","91E0","CZ2883","VMB1_VMB2",2011-09-04,2003-07-10
"2248","CZ0714086","9410","CZ0828","VMB1_VMB2",2010-10-01,2005-08-04
"2249","CZ0714086","9410","CZ0829","VMB1_VMB2",2008-08-30,2002-06-28
"2250","CZ0714086","9410","CZ0841","VMB1_VMB2",2009-10-29,2002-06-28
"2251","CZ0714133","9110","CZ1791","VMB2_VMB0",2024-08-14,2009-04-22
"2252","CZ0714133","9110","CZ1797","VMB1_VMB2",2020-06-16,2004-06-28
"2253","CZ0714133","9110","CZ1820","VMB1_VMB2",2012-08-07,2003-09-28
"2254","CZ0714133","9110","CZ1822","VMB1_VMB2",2012-09-09,2004-06-23
"2255","CZ0714133","9110","CZ1859","VMB1_VMB2",2013-06-18,2004-08-07
"2256","CZ0714133","9110","CZ1873","VMB1_VMB2",2015-10-10,2004-07-29
"2257","CZ0714133","9110","CZ1877","VMB1_VMB2",2013-06-18,2004-08-11
"2258","CZ0714133","9130","CZ1791","VMB2_VMB0",2025-05-22,2009-05-01
"2259","CZ0714133","9130","CZ1797","VMB1_VMB2",2020-06-16,2004-06-23
"2260","CZ0714133","9130","CZ1820","VMB1_VMB2",2012-08-07,2003-10-03
"2261","CZ0714133","9130","CZ1822","VMB1_VMB2",2012-09-09,2004-06-22
"2262","CZ0714133","9130","CZ1831","VMB1_VMB2",2012-07-29,2003-09-28
"2263","CZ0714133","9130","CZ1873","VMB1_VMB2",2015-10-10,2004-09-02
"2264","CZ0714133","9130","CZ1877","VMB1_VMB2",2013-07-02,2004-08-26
"2265","CZ0714133","9130","CZ1908","VMB1_VMB2",2013-09-06,2004-07-29
"2266","CZ0714133","9130","CZ1952","VMB1_VMB2",2013-07-31,2004-08-28
"2267","CZ0714133","9130","CZ2000","VMB1_VMB2",2017-09-09,2004-05-02
"2268","CZ0714133","9130","CZ2009","VMB2_VMB0",2025-10-22,2004-08-15
"2269","CZ0714133","9130","CZ2010","VMB1_VMB2",2020-08-16,2004-09-11
"2270","CZ0714133","9130","CZ2021","VMB1_VMB2",2013-07-09,2004-07-31
"2271","CZ0714133","9170","CZ1791","VMB2_VMB0",2025-06-23,2009-05-03
"2272","CZ0714133","9170","CZ1797","VMB1_VMB2",2020-06-16,2003-09-12
"2273","CZ0714133","9170","CZ1820","VMB1_VMB2",2012-08-07,2003-09-15
"2274","CZ0714133","9170","CZ1822","VMB1_VMB2",2012-09-06,2002-10-08
"2275","CZ0714133","9170","CZ1831","VMB1_VMB2",2012-07-29,2004-06-20
"2276","CZ0714133","9170","CZ1873","VMB1_VMB2",2015-10-03,2004-10-21
"2277","CZ0714133","9170","CZ2009","VMB2_VMB0",2025-10-22,2004-08-20
"2278","CZ0714133","9170","CZ2010","VMB1_VMB2",2020-08-26,2004-08-26
"2279","CZ0714133","9180","CZ1791","VMB2_VMB0",2025-06-23,2009-05-03
"2280","CZ0714133","9180","CZ1797","VMB1_VMB2",2020-06-14,2003-09-14
"2281","CZ0714133","9180","CZ1820","VMB1_VMB2",2012-08-07,2004-09-02
"2282","CZ0714133","9180","CZ1822","VMB1_VMB2",2012-09-09,2002-10-08
"2283","CZ0714133","9180","CZ1831","VMB1_VMB2",2012-07-22,2004-09-02
"2284","CZ0714133","9180","CZ1873","VMB1_VMB2",2015-10-10,2004-08-25
"2285","CZ0714133","9180","CZ1877","VMB1_VMB2",2013-07-02,2004-09-02
"2286","CZ0714133","9180","CZ1908","VMB1_VMB2",2013-09-06,2004-08-16
"2287","CZ0714133","9180","CZ1952","VMB1_VMB2",2013-07-22,2004-08-19
"2288","CZ0714133","9180","CZ2000","VMB1_VMB2",2017-09-09,2003-09-11
"2289","CZ0714133","9180","CZ2009","VMB2_VMB0",2025-10-22,2004-08-20
"2290","CZ0714133","9180","CZ2010","VMB1_VMB2",2020-07-14,2004-08-02
"2291","CZ0714133","9180","CZ2021","VMB1_VMB2",2013-07-13,2004-08-01
"2292","CZ0714133","91E0","CZ1791","VMB2_VMB0",2025-06-23,2009-05-03
"2293","CZ0714133","91E0","CZ1797","VMB1_VMB2",2020-06-16,2004-06-11
"2294","CZ0714133","91E0","CZ1822","VMB1_VMB2",2012-09-09,2004-06-11
"2295","CZ0714133","91E0","CZ1873","VMB1_VMB2",2015-06-16,2003-09-02
"2296","CZ0714133","91E0","CZ2009","VMB2_VMB0",2025-10-21,2004-08-09
"2297","CZ0714133","91E0","CZ2010","VMB1_VMB2",2020-08-26,2004-08-27
"2298","CZ0714772","9110","CZ0303","VMB1_VMB2",2007-09-03,2002-09-29
"2299","CZ0714772","9110","CZ1955","VMB1_VMB2",2015-08-03,2001-10-12
"2300","CZ0714772","9130","CZ0303","VMB2_VMB0",2023-08-21,2007-08-26
"2301","CZ0714772","9130","CZ1955","VMB1_VMB2",2015-08-03,2003-11-15
"2302","CZ0714772","9180","CZ0303","VMB2_VMB0",2023-08-16,2007-08-26
"2303","CZ0714772","9180","CZ1955","VMB1_VMB2",2015-08-03,2001-10-12
"2304","CZ0720013","91I0","CZ1077","VMB1_VMB2",2012-06-06,2001-06-18
"2305","CZ0720013","91I0","CZ1092","VMB1_VMB2",2013-06-27,2001-06-18
"2306","CZ0720016","9170","CZ0116","VMB1_VMB2",2013-08-28,2002-06-08
"2307","CZ0720016","91E0","CZ0116","VMB1_VMB2",2013-08-08,2002-06-02
"2308","CZ0720016","91I0","CZ0116","VMB1_VMB2",2013-08-05,2002-06-02
"2309","CZ0720033","9130","CZ0600","VMB1_VMB2",2011-08-11,2005-06-01
"2310","CZ0720033","9130","CZ0601","VMB2_VMB0",2021-10-20,2008-08-13
"2311","CZ0720033","9130","CZ1391","VMB1_VMB2",2016-06-15,2002-07-01
"2312","CZ0720033","9170","CZ0600","VMB1_VMB2",2011-08-11,2002-08-21
"2313","CZ0720033","9170","CZ0601","VMB2_VMB0",2021-09-14,2008-08-06
"2314","CZ0720153","9130","CZ0591","VMB2_VMB0",2023-09-26,2008-07-25
"2315","CZ0720153","9170","CZ0591","VMB2_VMB0",2023-10-02,2008-07-26
"2316","CZ0720185","9110","CZ1448","VMB2_VMB0",2023-05-27,2009-10-14
"2317","CZ0720185","9110","CZ1483","VMB1_VMB2",2010-09-30,2001-08-01
"2318","CZ0720185","9170","CZ1448","VMB2_VMB0",2023-05-28,2009-10-14
"2319","CZ0720185","91E0","CZ1448","VMB2_VMB0",2023-05-31,2009-10-14
"2320","CZ0720190","9130","CZ0596","VMB1_VMB2",2014-08-05,2001-08-01
"2321","CZ0720192","9130","CZ0596","VMB1_VMB2",2014-08-11,2001-07-25
"2322","CZ0720192","9170","CZ0596","VMB1_VMB2",2014-08-11,2001-09-16
"2323","CZ0720192","9170","CZ1406","VMB1_VMB2",2014-09-10,2001-07-25
"2324","CZ0720192","91E0","CZ0596","VMB1_VMB2",2014-08-05,2001-07-25
"2325","CZ0720420","9170","CZ1149","VMB1_VMB2",2012-09-20,2005-06-21
"2326","CZ0720420","91E0","CZ1149","VMB1_VMB2",2012-09-20,2005-06-21
"2327","CZ0720420","91I0","CZ1149","VMB1_VMB2",2012-09-20,2005-06-21
"2328","CZ0720422","9170","CZ0003","VMB2_VMB0",2022-05-11,2006-09-30
"2329","CZ0720422","9170","CZ0122","VMB2_VMB0",2023-09-15,2010-09-13
"2330","CZ0720422","9180","CZ0003","VMB2_VMB0",2021-07-18,2006-09-28
"2331","CZ0720422","91E0","CZ0003","VMB2_VMB0",2022-05-11,2006-09-30
"2332","CZ0720422","91E0","CZ0122","VMB2_VMB0",2023-09-15,2010-09-13
"2333","CZ0720428","9130","CZ0109","VMB2_VMB0",2023-05-23,2010-08-15
"2334","CZ0720428","9130","CZ0122","VMB2_VMB0",2024-04-07,2010-08-28
"2335","CZ0720428","9130","CZ0123","VMB1_VMB2",2013-08-02,2002-05-16
"2336","CZ0720428","9130","CZ1124","VMB1_VMB2",2013-08-15,2002-08-14
"2337","CZ0720428","9170","CZ0109","VMB2_VMB0",2022-10-24,2013-07-29
"2338","CZ0720428","9170","CZ0122","VMB2_VMB0",2024-04-09,2010-09-13
"2339","CZ0720428","9170","CZ0123","VMB1_VMB2",2013-08-02,2005-04-01
"2340","CZ0720435","9130","CZ0491","VMB1_VMB2",2014-07-30,2004-07-07
"2341","CZ0720435","9130","CZ1206","VMB1_VMB2",2014-06-14,2004-06-11
"2342","CZ0720435","9170","CZ0491","VMB1_VMB2",2014-07-30,2004-07-06
"2343","CZ0720437","9130","CZ0545","VMB2_VMB0",2024-07-25,2009-06-04
"2344","CZ0720437","9130","CZ1124","VMB1_VMB2",2013-08-24,2002-07-25
"2345","CZ0720437","9170","CZ0545","VMB2_VMB0",2024-04-18,2009-06-04
"2346","CZ0720437","9170","CZ1124","VMB1_VMB2",2013-08-24,2005-04-07
"2347","CZ0720437","9180","CZ0545","VMB2_VMB0",2024-04-19,2009-06-04
"2348","CZ0720437","9180","CZ1124","VMB1_VMB2",2013-08-24,2002-07-25
"2349","CZ0720437","91E0","CZ0545","VMB2_VMB0",2024-04-19,2009-06-04
"2350","CZ0720437","91E0","CZ1124","VMB1_VMB2",2013-08-24,2002-07-24
"2351","CZ0720441","9130","CZ0491","VMB1_VMB2",2014-07-27,2001-07-06
"2352","CZ0720441","9170","CZ0491","VMB1_VMB2",2014-07-30,2001-09-15
"2353","CZ0724087","9170","CZ0550","VMB2_VMB0",2022-05-23,2008-08-31
"2354","CZ0724087","9170","CZ1179","VMB1_VMB2",2016-04-25,2001-08-20
"2355","CZ0724087","91I0","CZ0550","VMB2_VMB0",2022-05-20,2008-08-31
"2356","CZ0724087","91I0","CZ1179","VMB1_VMB2",2016-04-25,2001-08-20
"2357","CZ0724089","9110","CZ0103","VMB1_VMB2",2018-09-26,2003-11-19
"2358","CZ0724089","9110","CZ0104","VMB1_VMB2",2015-05-13,2004-07-25
"2359","CZ0724089","9110","CZ0268","VMB1_VMB2",2011-07-16,2003-10-28
"2360","CZ0724089","9110","CZ0269","VMB2_VMB0",2022-09-10,2007-08-28
"2361","CZ0724089","9110","CZ0270","VMB2_VMB0",2024-10-03,2007-10-18
"2362","CZ0724089","9110","CZ0271","VMB1_VMB2",2011-08-06,2003-09-21
"2363","CZ0724089","9110","CZ0272","VMB1_VMB2",2012-06-24,2005-10-20
"2364","CZ0724089","9110","CZ0273","VMB1_VMB2",2017-08-31,2005-10-20
"2365","CZ0724089","9110","CZ0274","VMB2_VMB0",2024-07-06,2010-07-01
"2366","CZ0724089","9110","CZ0275","VMB1_VMB2",2019-08-21,2001-10-23
"2367","CZ0724089","9110","CZ0276","VMB2_VMB0",2024-09-02,2010-09-30
"2368","CZ0724089","9110","CZ0620","VMB1_VMB2",2013-10-25,2003-10-17
"2369","CZ0724089","9110","CZ0621","VMB2_VMB0",2022-09-07,2008-08-26
"2370","CZ0724089","9110","CZ0634","VMB2_VMB0",2023-10-15,2017-05-17
"2371","CZ0724089","9110","CZ1284","VMB1_VMB2",2015-09-18,2003-10-26
"2372","CZ0724089","9110","CZ1288","VMB1_VMB2",2015-09-23,2003-07-28
"2373","CZ0724089","9110","CZ1338","VMB1_VMB2",2015-10-01,2003-06-15
"2374","CZ0724089","9110","CZ1345","VMB1_VMB2",2018-08-27,2002-05-16
"2375","CZ0724089","9110","CZ1374","VMB1_VMB2",2019-08-29,2001-10-29
"2376","CZ0724089","9110","CZ1386","VMB1_VMB2",2011-09-15,2001-10-04
"2377","CZ0724089","9110","CZ1392","VMB1_VMB2",2010-10-02,2002-07-28
"2378","CZ0724089","9110","CZ1404","VMB1_VMB2",2012-07-20,2001-06-28
"2379","CZ0724089","9110","CZ1414","VMB1_VMB2",2013-08-22,2004-07-25
"2380","CZ0724089","9110","CZ1431","VMB1_VMB2",2018-08-29,2001-10-22
"2381","CZ0724089","9110","CZ1445","VMB1_VMB2",2012-08-30,2003-06-20
"2382","CZ0724089","9110","CZ1470","VMB1_VMB2",2017-10-08,2003-10-06
"2383","CZ0724089","9110","CZ1475","VMB1_VMB2",2015-07-30,2002-10-01
"2384","CZ0724089","9110","CZ1477","VMB1_VMB2",2013-07-18,2003-07-05
"2385","CZ0724089","9110","CZ1478","VMB1_VMB2",2014-11-12,2003-10-02
"2386","CZ0724089","9110","CZ1481","VMB1_VMB2",2010-10-02,2003-09-20
"2387","CZ0724089","9110","CZ1490","VMB1_VMB2",2012-08-19,2003-06-20
"2388","CZ0724089","9110","CZ1498","VMB1_VMB2",2016-08-31,2002-08-27
"2389","CZ0724089","9110","CZ1504","VMB2_VMB0",2023-08-12,2017-09-18
"2390","CZ0724089","9110","CZ1515","VMB1_VMB2",2013-06-23,2002-10-25
"2391","CZ0724089","9110","CZ1517","VMB1_VMB2",2018-09-02,2003-07-05
"2392","CZ0724089","9110","CZ1540","VMB1_VMB2",2010-07-15,2003-09-21
"2393","CZ0724089","9110","CZ1552","VMB1_VMB2",2017-09-11,2002-09-19
"2394","CZ0724089","9110","CZ1553","VMB1_VMB2",2018-09-07,2003-11-06
"2395","CZ0724089","9110","CZ1559","VMB1_VMB2",2010-10-28,2002-10-23
"2396","CZ0724089","9110","CZ1577","VMB1_VMB2",2013-08-07,2003-08-27
"2397","CZ0724089","9110","CZ1610","VMB1_VMB2",2019-10-25,2003-08-28
"2398","CZ0724089","9110","CZ1612","VMB1_VMB2",2016-09-29,2003-09-20
"2399","CZ0724089","9110","CZ1614","VMB1_VMB2",2012-09-12,2003-09-14
"2400","CZ0724089","9110","CZ1616","VMB1_VMB2",2014-08-01,2003-09-19
"2401","CZ0724089","9110","CZ1619","VMB1_VMB2",2016-10-04,2004-09-14
"2402","CZ0724089","9110","CZ1621","VMB1_VMB2",2009-09-19,2003-10-31
"2403","CZ0724089","9110","CZ1625","VMB1_VMB2",2018-07-30,2003-10-31
"2404","CZ0724089","9110","CZ1633","VMB1_VMB2",2012-08-22,2004-09-14
"2405","CZ0724089","9110","CZ1640","VMB1_VMB2",2017-08-25,2003-11-06
"2406","CZ0724089","9110","CZ1654","VMB1_VMB2",2012-09-03,2003-07-26
"2407","CZ0724089","9110","CZ1656","VMB1_VMB2",2017-08-05,2005-07-20
"2408","CZ0724089","9110","CZ1662","VMB1_VMB2",2017-08-21,2003-11-18
"2409","CZ0724089","9110","CZ1663","VMB1_VMB2",2020-08-27,2003-11-18
"2410","CZ0724089","9110","CZ1671","VMB1_VMB2",2012-09-09,2004-09-27
"2411","CZ0724089","9110","CZ1692","VMB1_VMB2",2018-09-19,2003-11-19
"2412","CZ0724089","9110","CZ1706","VMB1_VMB2",2018-09-15,2004-09-14
"2413","CZ0724089","9110","CZ1713","VMB1_VMB2",2018-09-02,2003-08-06
"2414","CZ0724089","9110","CZ1714","VMB1_VMB2",2017-09-07,2003-11-19
"2415","CZ0724089","9110","CZ1715","VMB1_VMB2",2012-09-19,2003-11-19
"2416","CZ0724089","9130","CZ0103","VMB1_VMB2",2018-09-13,2001-08-28
"2417","CZ0724089","9130","CZ0104","VMB1_VMB2",2015-05-13,2002-10-03
"2418","CZ0724089","9130","CZ0268","VMB1_VMB2",2007-08-02,2005-09-25
"2419","CZ0724089","9130","CZ0269","VMB2_VMB0",2022-09-09,2007-08-26
"2420","CZ0724089","9130","CZ0270","VMB2_VMB0",2024-10-01,2007-09-05
"2421","CZ0724089","9130","CZ0271","VMB1_VMB2",2011-08-06,2003-09-21
"2422","CZ0724089","9130","CZ0272","VMB1_VMB2",2012-06-24,2002-07-10
"2423","CZ0724089","9130","CZ0273","VMB1_VMB2",2017-08-31,2002-10-01
"2424","CZ0724089","9130","CZ0274","VMB2_VMB0",2024-07-06,2010-07-05
"2425","CZ0724089","9130","CZ0275","VMB1_VMB2",2019-09-12,2005-08-25
"2426","CZ0724089","9130","CZ0276","VMB2_VMB0",2024-09-04,2010-10-15
"2427","CZ0724089","9130","CZ0620","VMB1_VMB2",2013-10-09,2002-10-03
"2428","CZ0724089","9130","CZ0621","VMB2_VMB0",2022-08-12,2008-08-26
"2429","CZ0724089","9130","CZ0634","VMB2_VMB0",2023-10-15,2008-09-09
"2430","CZ0724089","9130","CZ1283","VMB1_VMB2",2015-09-14,2003-08-26
"2431","CZ0724089","9130","CZ1284","VMB1_VMB2",2015-09-18,2003-10-26
"2432","CZ0724089","9130","CZ1288","VMB1_VMB2",2015-09-25,2003-07-28
"2433","CZ0724089","9130","CZ1338","VMB1_VMB2",2015-10-03,2003-08-26
"2434","CZ0724089","9130","CZ1345","VMB1_VMB2",2018-09-04,2003-08-26
"2435","CZ0724089","9130","CZ1351","VMB1_VMB2",2017-09-05,2003-08-04
"2436","CZ0724089","9130","CZ1355","VMB1_VMB2",2017-09-14,2003-08-12
"2437","CZ0724089","9130","CZ1362","VMB1_VMB2",2018-09-05,2003-05-31
"2438","CZ0724089","9130","CZ1374","VMB1_VMB2",2019-09-04,2002-09-19
"2439","CZ0724089","9130","CZ1383","VMB1_VMB2",2011-07-24,2003-06-05
"2440","CZ0724089","9130","CZ1386","VMB1_VMB2",2011-09-16,2005-10-18
"2441","CZ0724089","9130","CZ1392","VMB1_VMB2",2010-10-02,2002-07-31
"2442","CZ0724089","9130","CZ1404","VMB1_VMB2",2012-08-15,2002-07-31
"2443","CZ0724089","9130","CZ1414","VMB1_VMB2",2013-08-22,2002-10-03
"2444","CZ0724089","9130","CZ1431","VMB1_VMB2",2018-08-29,2003-06-12
"2445","CZ0724089","9130","CZ1439","VMB1_VMB2",2016-08-06,2003-04-26
"2446","CZ0724089","9130","CZ1445","VMB1_VMB2",2012-08-10,2003-06-20
"2447","CZ0724089","9130","CZ1470","VMB1_VMB2",2017-10-08,2003-10-06
"2448","CZ0724089","9130","CZ1475","VMB1_VMB2",2015-09-18,2002-07-22
"2449","CZ0724089","9130","CZ1477","VMB1_VMB2",2013-07-18,2003-07-05
"2450","CZ0724089","9130","CZ1478","VMB1_VMB2",2014-11-06,2003-07-24
"2451","CZ0724089","9130","CZ1481","VMB1_VMB2",2014-07-22,2003-09-20
"2452","CZ0724089","9130","CZ1490","VMB1_VMB2",2012-08-19,2003-06-20
"2453","CZ0724089","9130","CZ1498","VMB1_VMB2",2016-09-07,2001-07-28
"2454","CZ0724089","9130","CZ1504","VMB2_VMB0",2023-08-12,2010-07-13
"2455","CZ0724089","9130","CZ1515","VMB1_VMB2",2013-07-04,2003-07-05
"2456","CZ0724089","9130","CZ1517","VMB1_VMB2",2018-07-13,2003-07-05
"2457","CZ0724089","9130","CZ1531","VMB1_VMB2",2009-06-20,2001-07-20
"2458","CZ0724089","9130","CZ1540","VMB1_VMB2",2010-07-12,2003-09-21
"2459","CZ0724089","9130","CZ1552","VMB1_VMB2",2017-09-11,2002-09-17
"2460","CZ0724089","9130","CZ1559","VMB1_VMB2",2010-10-28,2002-10-23
"2461","CZ0724089","9130","CZ1564","VMB1_VMB2",2017-07-01,2003-06-19
"2462","CZ0724089","9130","CZ1577","VMB1_VMB2",2013-08-07,2003-08-27
