kod_chu,DRUH,KOD_LOKAL,POLE,ROK,ID_IND,SKUPINA,NAZEV_LOK,ID_ND_AKCE,DATUM,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,KLIC,IND_GRP,UROVEN,CILMON,IND_SUM,IND_SUMKLIC,IND_SUMOST,IND_LEN,IND_LENKLIC,IND_LENOST,CELKOVE
CZ0724089,Bombina variegata,CZ0724089,6674d,2016,STA_VYSYCHANIPERIOD3,Obojživelníci,Hovězí,10071989,16947,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,60,16,44,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2016,STA_ZASTINENILITORAL,Obojživelníci,Hovězí,10071989,16947,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,60,16,44,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2016,STA_ZTRATABIO,Obojživelníci,Hovězí,10071989,16947,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,60,16,44,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,CELKOVE_HODNOCENI,Obojživelníci,Felbabka,10075302,17226,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,2,1,1,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,POP_REPROPERIOD3,Obojživelníci,Felbabka,10075302,17226,2,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,2,1,1,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,STA_POKRVEGETACE,Obojživelníci,Felbabka,10075302,17226,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,STA_RYBY,Obojživelníci,Felbabka,10075302,17226,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,2,1,1,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,Felbabka,10075302,17226,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,STA_VYSYCHANI,Obojživelníci,Felbabka,10075302,17226,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,Felbabka,10075302,17226,1,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,2,1,1,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,STA_ZASTINENILITORAL,Obojživelníci,Felbabka,10075302,17226,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0213783,Bombina variegata,CZ0213783,6149d,2017,STA_ZTRATABIO,Obojživelníci,Felbabka,10075302,17226,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,CELKOVE_HODNOCENI,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,špatný,NA,NA,NA,NA,0,NA,NA,NA,1,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,POP_REPROPERIOD3,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,2,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,1,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,STA_POKRVEGETACE,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,STA_RYBY,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,1,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,neznámý,val,ne,NA,ne,NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,STA_VYSYCHANI,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,1,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,STA_ZASTINENILITORAL,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0213787,Bombina variegata,CZ0213787,6249a,2017,STA_ZTRATABIO,Obojživelníci,"EVL Hrachoviště, Hrachoviště","10076121, 10159570, 10159571",17393,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,1,2,1,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,CELKOVE_HODNOCENI,Obojživelníci,Březová u Uherského Brodu,10086216,17323,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,POP_REPROPERIOD3,Obojživelníci,Březová u Uherského Brodu,10086216,17323,0,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,0,ano,minmax,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,STA_POKRVEGETACE,Obojživelníci,Březová u Uherského Brodu,10086216,17323,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,STA_RYBY,Obojživelníci,Březová u Uherského Brodu,10086216,17323,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,Březová u Uherského Brodu,10086216,17323,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,STA_VYSYCHANI,Obojživelníci,Březová u Uherského Brodu,10086216,17323,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,Březová u Uherského Brodu,10086216,17323,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,STA_ZASTINENILITORAL,Obojživelníci,Březová u Uherského Brodu,10086216,17323,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,614700,7072c,2017,STA_ZTRATABIO,Obojživelníci,Březová u Uherského Brodu,10086216,17323,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,CELKOVE_HODNOCENI,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,POP_REPROPERIOD3,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,0,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,0,ano,minmax,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,STA_POKRVEGETACE,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,STA_RYBY,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,STA_VYSYCHANI,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,STA_ZASTINENILITORAL,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,776882,7072b,2017,STA_ZTRATABIO,Obojživelníci,Vápenice u Starého Hrozenkova,10086230,17356,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,CELKOVE_HODNOCENI,Obojživelníci,Vyškovec,10086245,17302,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,POP_REPROPERIOD3,Obojživelníci,Vyškovec,10086245,17302,0,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,0,ano,minmax,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,STA_POKRVEGETACE,Obojživelníci,Vyškovec,10086245,17302,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,STA_RYBY,Obojživelníci,Vyškovec,10086245,17302,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,Vyškovec,10086245,17302,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,STA_VYSYCHANI,Obojživelníci,Vyškovec,10086245,17302,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,Vyškovec,10086245,17302,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,STA_ZASTINENILITORAL,Obojživelníci,Vyškovec,10086245,17302,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724090,Bombina variegata,788856,7073c,2017,STA_ZTRATABIO,Obojživelníci,Vyškovec,10086245,17302,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,CELKOVE_HODNOCENI,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,5,1,4,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,POP_REPROPERIOD3,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,2,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,5,1,4,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,STA_POKRVEGETACE,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,5,1,4,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,STA_RYBY,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,5,1,4,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,5,1,4,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,STA_VYSYCHANI,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,5,1,4,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,STA_VYSYCHANIPERIOD3,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,5,1,4,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,STA_ZASTINENILITORAL,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,5,1,4,9,2,7,0
CZ0724091,Bombina variegata,CZ0724091,6869c,2015,STA_ZTRATABIO,Obojživelníci,"Koryčany, tůně pod Ocáskem",10088297,16572,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,5,1,4,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,CELKOVE_HODNOCENI,Obojživelníci,Velké Karlovice - Babská,10089415,17319,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,POP_REPROPERIOD3,Obojživelníci,Velké Karlovice - Babská,10089415,17319,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,STA_POKRVEGETACE,Obojživelníci,Velké Karlovice - Babská,10089415,17319,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,STA_RYBY,Obojživelníci,Velké Karlovice - Babská,10089415,17319,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,Velké Karlovice - Babská,10089415,17319,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,STA_VYSYCHANI,Obojživelníci,Velké Karlovice - Babská,10089415,17319,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,Velké Karlovice - Babská,10089415,17319,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,STA_ZASTINENILITORAL,Obojživelníci,Velké Karlovice - Babská,10089415,17319,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6676a,2017,STA_ZTRATABIO,Obojživelníci,Velké Karlovice - Babská,10089415,17319,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,CELKOVE_HODNOCENI,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,POP_REPROPERIOD3,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,STA_POKRVEGETACE,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,STA_RYBY,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,STA_VYSYCHANI,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,STA_ZASTINENILITORAL,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2017,STA_ZTRATABIO,Obojživelníci,"Nový Hrozenkov - zasněžovací nádrž U javora, Halenkov, Provazné, rybníčky","10089420, 10140990",17401,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,CELKOVE_HODNOCENI,Obojživelníci,Zděchov - Slovačica,10089422,17321,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,POP_REPROPERIOD3,Obojživelníci,Zděchov - Slovačica,10089422,17321,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,STA_POKRVEGETACE,Obojživelníci,Zděchov - Slovačica,10089422,17321,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,STA_RYBY,Obojživelníci,Zděchov - Slovačica,10089422,17321,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,Zděchov - Slovačica,10089422,17321,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,STA_VYSYCHANI,Obojživelníci,Zděchov - Slovačica,10089422,17321,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,Zděchov - Slovačica,10089422,17321,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,STA_ZASTINENILITORAL,Obojživelníci,Zděchov - Slovačica,10089422,17321,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774b,2017,STA_ZTRATABIO,Obojživelníci,Zděchov - Slovačica,10089422,17321,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,CELKOVE_HODNOCENI,Obojživelníci,Oupoř,10089435,17359,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,1,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,POP_REPROPERIOD3,Obojživelníci,Oupoř,10089435,17359,0,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,0,ano,minmax,lok,0,1,0,1,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,STA_POKRVEGETACE,Obojživelníci,Oupoř,10089435,17359,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,STA_RYBY,Obojživelníci,Oupoř,10089435,17359,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,1,0,1,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,Oupoř,10089435,17359,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,STA_VYSYCHANI,Obojživelníci,Oupoř,10089435,17359,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,Oupoř,10089435,17359,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,1,0,1,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,STA_ZASTINENILITORAL,Obojživelníci,Oupoř,10089435,17359,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,1,0,1,9,2,7,0
CZ0214011,Bombina variegata,CZ0214011,6048b,2017,STA_ZTRATABIO,Obojživelníci,Oupoř,10089435,17359,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,1,0,1,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,CELKOVE_HODNOCENI,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,POP_REPROPERIOD3,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,STA_POKRVEGETACE,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,STA_RYBY,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,STA_VYSYCHANI,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,STA_ZASTINENILITORAL,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6576a,2017,STA_ZTRATABIO,Obojživelníci,Ostravice 2  Smrk - Studenčany,10089455,17358,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
