kod_chu,DRUH,KOD_LOKAL,POLE,ROK,ID_IND,SKUPINA,NAZEV_LOK,ID_ND_AKCE,DATUM,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,KLIC,IND_GRP,UROVEN,CILMON,IND_SUM,IND_SUMKLIC,IND_SUMOST,IND_LEN,IND_LENKLIC,IND_LENOST,CELKOVE
CZ0323169,Bombina variegata,CZ0323169,6243b,2017,STA_ZASTINENILITORAL,Obojživelníci,"Stříbro - tůně na JV - 3, Stříbro - zákop 4, Stříbro - zákop 5, Stříbro - zákop 6, Stříbro - S cesta - tůň na Z křižovatce, Stříbro - S cesta - 1. tůň Z od Z křižovatky, Stříbro - u borovice - jih, Stříbro - zákop 3, Stříbro - J cesta - tůň Z, Stříbro - J cesta - tůň 15 m V od Z, Stříbro - J cesta - tůň křižovatka, Stříbro - J cesta - tůň J od křižovatky půlená, Stříbro - J cesta - tůň V od půlené, Stříbro - V cesta - tůň 20 m J od křižovatky na S, Stříbro - zákop 1, Stříbro - zákop 2, Stříbro - tůňka u louky, Stříbro - cesta pod skládkou - 10 m Z od údolnice, Stříbro - tůň v údolnici na bývalé cestě, Stříbro - tůň 40 m J od tůně v údolnici na bývalé cestě, Stříbro - V cesta - tůň 60 m J od křižovatky na S, Stříbro - V cesta - koleje 15 m S od JV křižovatky, Stříbro - u borovice - koleje S, Stříbro - u borovice - louže S, Stříbro - cesta Z od údolnice v JZ cípu, Stříbro - údolnice JZ od asfaltky - velká pod svahem, Stříbro - údolnice JZ od asfaltky - Z od velké pod svahem, Stříbro - údolnice JZ od asfaltky - uprostřed střed, Stříbro - údolnice JZ od asfaltky - Z, Stříbro - u borovice - sever, Stříbro - V cesta - tůň 45 m J od křižovatky na S velká, Stříbro - tůň SZ od zákopu 4, Stříbro - tůň S od zákopu 4, Stříbro - tůň SV od zákopu 4, Stříbro - louže V od zákopu 4, Stříbro - louže JV od zákopu 4, Stříbro - tůň ve vrbách, Stříbro - tůň SV od zákopu 5, Stříbro - S cesta - V křižovatka - Z, Stříbro - S cesta - V křižovatka - V, Stříbro - S cesta - tůň V od V křižovatky, Stříbro - J cesta - tůň 10 m Z od křižovatky, Stříbro - V cesta - tůň 30 m J od křižovatky na S velká, Stříbro - J cesta - tůň 20 m V od Z, Stříbro - louže na cestě před zákopy, Stříbro - J cesta - louže 5 Z od křižovatky, Stříbro - louže na cestě k zákopům, Stříbro - louže pod kopcem – J, Stříbro - louže pod kopcem, Stříbro - louže pod kopcem - S, Stříbro - tůně na JV - 2, Stříbro - tůně na JV, Stříbro - J cesta - tůň V od půlené - J dolní, Stříbro - Z cesta - koleje - J, Stříbro - Z cesta - velká tůň střed, Stříbro - Z cesta - velká tůň J, Stříbro - tůně na JV - 4, Stříbro - cesta pod skládkou - 60 m V od údolnice, Stříbro - cesta pod skládkou - 40 m V od údolnice, Stříbro - cesta pod skládkou - 30 m V od údolnice, Stříbro - cesta pod skládkou - údolnice – Z, Stříbro - S cesta - 2. tůň Z od Z křižovatky, Stříbro - S cesta - 3. tůň Z od Z křižovatky, Stříbro - S cesta - 4. tůň Z od Z křižovatky - SZ, Stříbro - S cesta - 5. tůň Z od Z křižovatky - SZ, Stříbro - S cesta - V křižovatka - S, Stříbro - Z cesta - velká tůň S, Stříbro - S cesta - 6. tůň Z od Z křižovatky - SZ, Stříbro - S cesta - V křižovatka - střed, Stříbro - S cesta - V od V křižovatky - koleje, Stříbro - S cesta - tůň na JV od V křižovatky, Stříbro - S cesta - tůň JV od V křižovatky - S, Stříbro - S cesta - tůň JV od V křižovatky - J, Stříbro - S cesta - tůň V od V křižovatky - velká, Stříbro - údolnice JZ od asfaltky - uprostřed S, Stříbro - údolnice JZ od asfaltky - uprostřed jih, Stříbro - louže mezi zákopem 1 a 2","10143280, 10143292, 10143831, 10143832, 10143833, 10143836, 10143837, 10143839, 10144085, 10144087, 10144088, 10144129, 10144131, 10144133, 10144134, 10144138, 10159349, 10159350, 10159351, 10160032, 10160033, 10160034, 10160045, 10160046, 10160047, 10160048, 10160049, 10160050, 10160051, 10160052, 10160053, 10160054, 10160055, 10160056, 10160057, 10160058, 10160059, 10160060, 10160061, 10160062, 10160063, 10160064, 10160065, 10160066, 10160067, 10160068, 10160069, 10160070, 10160071, 10160072, 10160073, 10160074, 10160075, 10160076, 10160077, 10160078, 10160079, 10160080, 10160084, 10160085, 10160086, 10160087, 10160088, 10160089, 10160090, 10160091, 10160092, 10160093, 10160094, 10160095, 10160096, 10160097, 10160098, 10160101, 10160102, 10160103, 10160104, 10160105, 10160106, 10160107, 10160108, 10160109, 10160118, 10160119, 10160120, 10160121, 10160122, 10160123, 10160138, 10160139, 10160140, 10160141, 10160142, 10160143, 10160144, 10160145, 10160146, 10160147, 10160148, 10160149, 10160150, 10160151, 10160152, 10160153, 10160154, 10160155, 10160156, 10160157, 10160158, 10160159, 10160160, 10160161, 10160162, 10160163, 10160164, 10160165, 10160166, 10160167, 10160168, 10160169, 10160170, 10160171, 10160172, 10160173, 10160174, 10160175, 10160176, 10160177, 10160178, 10160179, 10160198, 10160199, 10160200, 10160201, 10160202, 10160203, 10160208, 10160209, 10160210, 10160221, 10160222, 10160223, 10160224, 10160225, 10160226, 10160241, 10160242, 10160243, 10160244, 10160245, 10160246, 10160252, 10160253, 10160254, 10160255, 10160256, 10160257, 10160258, 10160259, 10160260, 10160261, 10160262, 10160263, 10160264, 10160265, 10160266, 10160267, 10160268, 10160269, 10160270, 10160271, 10160272, 10160273, 10160274, 10160275, 10160276, 10160277, 10160278, 10160287, 10160288, 10160289, 10160290, 10160291, 10160292, 10160293, 10160294, 10160295, 10160296, 10160297, 10160298, 10160299, 10160300, 10160301, 10160302, 10160303, 10160304, 10160305, 10160306, 10160307, 10160308, 10160309, 10160310, 10160311, 10160312, 10160313, 10160314, 10160315, 10160316, 10160317, 10160318, 10160319, 10160320, 10160321, 10160322, 10160385, 10160386, 10160387, 10160388, 10160389, 10160390, 10160433, 10160434, 10160435, 10160436, 10160437, 10160439, 10160440, 10160441, 10160442, 10160443, 10160444, 10160445, 10160446, 10160447, 10160448, 10160449, 10160450, 10160454, 10160455, 10160456, 10160457, 10160458, 10160459, 10160460, 10160461, 10160462",17359,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0323169,Bombina variegata,CZ0323169,6243b,2017,STA_ZTRATABIO,Obojživelníci,"Stříbro - tůně na JV - 3, Stříbro - zákop 4, Stříbro - zákop 5, Stříbro - zákop 6, Stříbro - S cesta - tůň na Z křižovatce, Stříbro - S cesta - 1. tůň Z od Z křižovatky, Stříbro - u borovice - jih, Stříbro - zákop 3, Stříbro - J cesta - tůň Z, Stříbro - J cesta - tůň 15 m V od Z, Stříbro - J cesta - tůň křižovatka, Stříbro - J cesta - tůň J od křižovatky půlená, Stříbro - J cesta - tůň V od půlené, Stříbro - V cesta - tůň 20 m J od křižovatky na S, Stříbro - zákop 1, Stříbro - zákop 2, Stříbro - tůňka u louky, Stříbro - cesta pod skládkou - 10 m Z od údolnice, Stříbro - tůň v údolnici na bývalé cestě, Stříbro - tůň 40 m J od tůně v údolnici na bývalé cestě, Stříbro - V cesta - tůň 60 m J od křižovatky na S, Stříbro - V cesta - koleje 15 m S od JV křižovatky, Stříbro - u borovice - koleje S, Stříbro - u borovice - louže S, Stříbro - cesta Z od údolnice v JZ cípu, Stříbro - údolnice JZ od asfaltky - velká pod svahem, Stříbro - údolnice JZ od asfaltky - Z od velké pod svahem, Stříbro - údolnice JZ od asfaltky - uprostřed střed, Stříbro - údolnice JZ od asfaltky - Z, Stříbro - u borovice - sever, Stříbro - V cesta - tůň 45 m J od křižovatky na S velká, Stříbro - tůň SZ od zákopu 4, Stříbro - tůň S od zákopu 4, Stříbro - tůň SV od zákopu 4, Stříbro - louže V od zákopu 4, Stříbro - louže JV od zákopu 4, Stříbro - tůň ve vrbách, Stříbro - tůň SV od zákopu 5, Stříbro - S cesta - V křižovatka - Z, Stříbro - S cesta - V křižovatka - V, Stříbro - S cesta - tůň V od V křižovatky, Stříbro - J cesta - tůň 10 m Z od křižovatky, Stříbro - V cesta - tůň 30 m J od křižovatky na S velká, Stříbro - J cesta - tůň 20 m V od Z, Stříbro - louže na cestě před zákopy, Stříbro - J cesta - louže 5 Z od křižovatky, Stříbro - louže na cestě k zákopům, Stříbro - louže pod kopcem – J, Stříbro - louže pod kopcem, Stříbro - louže pod kopcem - S, Stříbro - tůně na JV - 2, Stříbro - tůně na JV, Stříbro - J cesta - tůň V od půlené - J dolní, Stříbro - Z cesta - koleje - J, Stříbro - Z cesta - velká tůň střed, Stříbro - Z cesta - velká tůň J, Stříbro - tůně na JV - 4, Stříbro - cesta pod skládkou - 60 m V od údolnice, Stříbro - cesta pod skládkou - 40 m V od údolnice, Stříbro - cesta pod skládkou - 30 m V od údolnice, Stříbro - cesta pod skládkou - údolnice – Z, Stříbro - S cesta - 2. tůň Z od Z křižovatky, Stříbro - S cesta - 3. tůň Z od Z křižovatky, Stříbro - S cesta - 4. tůň Z od Z křižovatky - SZ, Stříbro - S cesta - 5. tůň Z od Z křižovatky - SZ, Stříbro - S cesta - V křižovatka - S, Stříbro - Z cesta - velká tůň S, Stříbro - S cesta - 6. tůň Z od Z křižovatky - SZ, Stříbro - S cesta - V křižovatka - střed, Stříbro - S cesta - V od V křižovatky - koleje, Stříbro - S cesta - tůň na JV od V křižovatky, Stříbro - S cesta - tůň JV od V křižovatky - S, Stříbro - S cesta - tůň JV od V křižovatky - J, Stříbro - S cesta - tůň V od V křižovatky - velká, Stříbro - údolnice JZ od asfaltky - uprostřed S, Stříbro - údolnice JZ od asfaltky - uprostřed jih, Stříbro - louže mezi zákopem 1 a 2","10143280, 10143292, 10143831, 10143832, 10143833, 10143836, 10143837, 10143839, 10144085, 10144087, 10144088, 10144129, 10144131, 10144133, 10144134, 10144138, 10159349, 10159350, 10159351, 10160032, 10160033, 10160034, 10160045, 10160046, 10160047, 10160048, 10160049, 10160050, 10160051, 10160052, 10160053, 10160054, 10160055, 10160056, 10160057, 10160058, 10160059, 10160060, 10160061, 10160062, 10160063, 10160064, 10160065, 10160066, 10160067, 10160068, 10160069, 10160070, 10160071, 10160072, 10160073, 10160074, 10160075, 10160076, 10160077, 10160078, 10160079, 10160080, 10160084, 10160085, 10160086, 10160087, 10160088, 10160089, 10160090, 10160091, 10160092, 10160093, 10160094, 10160095, 10160096, 10160097, 10160098, 10160101, 10160102, 10160103, 10160104, 10160105, 10160106, 10160107, 10160108, 10160109, 10160118, 10160119, 10160120, 10160121, 10160122, 10160123, 10160138, 10160139, 10160140, 10160141, 10160142, 10160143, 10160144, 10160145, 10160146, 10160147, 10160148, 10160149, 10160150, 10160151, 10160152, 10160153, 10160154, 10160155, 10160156, 10160157, 10160158, 10160159, 10160160, 10160161, 10160162, 10160163, 10160164, 10160165, 10160166, 10160167, 10160168, 10160169, 10160170, 10160171, 10160172, 10160173, 10160174, 10160175, 10160176, 10160177, 10160178, 10160179, 10160198, 10160199, 10160200, 10160201, 10160202, 10160203, 10160208, 10160209, 10160210, 10160221, 10160222, 10160223, 10160224, 10160225, 10160226, 10160241, 10160242, 10160243, 10160244, 10160245, 10160246, 10160252, 10160253, 10160254, 10160255, 10160256, 10160257, 10160258, 10160259, 10160260, 10160261, 10160262, 10160263, 10160264, 10160265, 10160266, 10160267, 10160268, 10160269, 10160270, 10160271, 10160272, 10160273, 10160274, 10160275, 10160276, 10160277, 10160278, 10160287, 10160288, 10160289, 10160290, 10160291, 10160292, 10160293, 10160294, 10160295, 10160296, 10160297, 10160298, 10160299, 10160300, 10160301, 10160302, 10160303, 10160304, 10160305, 10160306, 10160307, 10160308, 10160309, 10160310, 10160311, 10160312, 10160313, 10160314, 10160315, 10160316, 10160317, 10160318, 10160319, 10160320, 10160321, 10160322, 10160385, 10160386, 10160387, 10160388, 10160389, 10160390, 10160433, 10160434, 10160435, 10160436, 10160437, 10160439, 10160440, 10160441, 10160442, 10160443, 10160444, 10160445, 10160446, 10160447, 10160448, 10160449, 10160450, 10160454, 10160455, 10160456, 10160457, 10160458, 10160459, 10160460, 10160461, 10160462",17359,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,1,2,1,1,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,CELKOVE_HODNOCENI,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,POP_REPROPERIOD3,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,STA_POKRVEGETACE,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,STA_RYBY,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,STA_VYSYCHANI,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,STA_ZASTINENILITORAL,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377c,2017,STA_ZTRATABIO,Obojživelníci,"Řeka, Lesní cesta Chebzí",10143994,17382,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,CELKOVE_HODNOCENI,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,POP_REPROPERIOD3,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,STA_POKRVEGETACE,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,STA_RYBY,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,STA_VYSYCHANI,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,STA_ZASTINENILITORAL,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,45,12,33,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477d,2017,STA_ZTRATABIO,Obojživelníci,"Horní Lomná, PR Velký Polom - cesta",10143997,17396,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,45,12,33,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,CELKOVE_HODNOCENI,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,špatný,NA,NA,NA,NA,0,NA,NA,NA,1,2,1,1,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,POP_REPROPERIOD3,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,2,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,1,2,1,1,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,STA_POKRVEGETACE,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,STA_RYBY,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,1,2,1,1,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,neznámý,val,ne,NA,ne,NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,STA_VYSYCHANI,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,STA_VYSYCHANIPERIOD3,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,1,2,1,1,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,STA_ZASTINENILITORAL,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,1,2,1,1,9,2,7,0
CZ0323826,Bombina variegata,CZ0323826,6345b,2017,STA_ZTRATABIO,Obojživelníci,"Dobřany - cvičiště - pod lomovou stěnou, Dobřany - cvičiště - pod lomovou stěnou - S, Dobřany - cvičiště - tůň Z od areálu - J, Dobřany - cvičiště, Dobřany - cvičiště - tůň nad křižovatkou, Dobřany - cvičiště - tůň SZ od křižovatky u vjezdu, Dobřany - cvičiště - tůň u u křoví, Dobřany - cvičiště - louže v křižovatce u vstupu, Dobřany - cvičiště - Z, Dobřany - cvičiště - kolej Z, Dobřany - cvičiště - Z cesta, Dobřany - cvičiště - S údolnice V od středu, Dobřany - cvičiště - tůň v S údolnici - SV, Dobřany - cvičiště - tůň v cykloareálu, Dobřany - cvičiště - jímka v cykloareálu, Dobřany - cvičiště - tůň Z od cykloareálu, Dobřany - vojenské cvičiště","10144176, 10144177, 10144183, 10144194, 10145691, 10145751, 10145990, 10145992, 10145994, 10145999, 10146000, 10146001, 10146006, 10146014, 10146023, 10146024, 10146026, 10159944, 10159945",17364,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,1,2,1,1,9,2,7,0
