kod_chu,DRUH,ID_IND,KLIC,ROK,POLE,NAZEV_LOK,ID_ND_AKCE,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,UROVEN,IND_GRP,CILMON_CHU
CZ0613321,Lampetra planeri,LOK_PROCDOBR,ne,"2017, 2023",6558a,"Jankovský potok - Mladé Bříště, ř.km 8,7, Jankovský potok - pod Vlčkovým mlýnem, ř.km 14,2, Jankovský potok - u Zajíčkova mlýna, ř.km 11,0, Jankovský potok I - Vlčkův Mlýn, ř. km 14, 2, Jankovský potok II - Zajíčkův Mlýn, ř.km 11, 0, Jankovský potok III - Mladé Bříště, ř. km 8, 7","10267085, 10267089, 10267098, 13411449, 13411450, 13411451",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0613321,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2017, 2023",6558a,"Jankovský potok - Mladé Bříště, ř.km 8,7, Jankovský potok - pod Vlčkovým mlýnem, ř.km 14,2, Jankovský potok - u Zajíčkova mlýna, ř.km 11,0, Jankovský potok I - Vlčkův Mlýn, ř. km 14, 2, Jankovský potok II - Zajíčkův Mlýn, ř.km 11, 0, Jankovský potok III - Mladé Bříště, ř. km 8, 7","10267085, 10267089, 10267098, 13411449, 13411450, 13411451",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0613333,Lampetra planeri,LOK_PROCDOBR,ne,2018,6461b,"Staviště II - Pařezný rybník, Staviště","10598159, 10614741",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0613333,Lampetra planeri,CELKOVE_HODNOCENI,NA,2018,6461b,"Staviště II - Pařezný rybník, Staviště","10598159, 10614741",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0613334,Lampetra planeri,LOK_PROCDOBR,ne,2013,6456d,"Trnava - pod sout. s Bělským potokem, Trnava - pod jezem u Arneštovického mlýna","8913527, 8913530",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0613334,Lampetra planeri,CELKOVE_HODNOCENI,NA,2013,6456d,"Trnava - pod sout. s Bělským potokem, Trnava - pod jezem u Arneštovického mlýna","8913527, 8913530",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713004,Lampetra planeri,LOK_PROCDOBR,ne,2013,5968c,Račí potok - Velké Losiny,9006449,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0713004,Lampetra planeri,CELKOVE_HODNOCENI,NA,2013,5968c,Račí potok - Velké Losiny,9006449,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713374,Lampetra planeri,LOK_PROCDOBR,ne,"2021, 2023","6067c,6067d, 6067d, 6067c","Morava -  Chromeč, Morava - Bludov, Morava - Postřelmov, Morava – Bludov Habrmannův mlýn, Morava – Chromeč","11675271, 11675272, 11675273, 13411652, 13411651",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0713374,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2021, 2023","6067c,6067d, 6067d, 6067c","Morava -  Chromeč, Morava - Bludov, Morava - Postřelmov, Morava – Bludov Habrmannův mlýn, Morava – Chromeč","11675271, 11675272, 11675273, 13411652, 13411651",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0713398,Lampetra planeri,LOK_PROCDOBR,ne,2020,5770a,"Skřivánkovský potok - Zlaté Hory, Skřivánkovský potok - Zlaté hory","11264738, 12748521",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0713398,Lampetra planeri,CELKOVE_HODNOCENI,NA,2020,5770a,"Skřivánkovský potok - Zlaté Hory, Skřivánkovský potok - Zlaté hory","11264738, 12748521",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0714073,Lampetra planeri,LOK_PROCDOBR,ne,2015,"6267d,6268c","Morava - Řimice, Morava - Mladeč","9544272, 9544273",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0714073,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,"6267d,6268c","Morava - Řimice, Morava - Mladeč","9544272, 9544273",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0714081,Lampetra planeri,LOK_PROCDOBR,ne,2021,5769d,"LP Černé Opavy - Rejvíz, NPR Rejvíz",11488508,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0714081,Lampetra planeri,CELKOVE_HODNOCENI,NA,2021,5769d,"LP Černé Opavy - Rejvíz, NPR Rejvíz",11488508,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0714133,Lampetra planeri,LOK_PROCDOBR,ne,2016,"6271d,6272c,6371a,6371c","Odra - Vojnovice, Odra - Podlesí, Odra - Staré Oldřůvky, Odra - Čermná u Města Libavá, Střelenský potok - Dřemovice u Města Libavá, Odra - Zigartice, Smolenský potok - Velká Střelná","9808896, 9808899, 9808901, 9808890, 9808891, 9808895, 9808888",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0714133,Lampetra planeri,CELKOVE_HODNOCENI,NA,2016,"6271d,6272c,6371a,6371c","Odra - Vojnovice, Odra - Podlesí, Odra - Staré Oldřůvky, Odra - Čermná u Města Libavá, Střelenský potok - Dřemovice u Města Libavá, Odra - Zigartice, Smolenský potok - Velká Střelná","9808896, 9808899, 9808901, 9808890, 9808891, 9808895, 9808888",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0810004,Lampetra planeri,LOK_PROCDOBR,ne,2017,6376d,"Bahno, NPP Skalická Morávka, Morávka II - Raškovice_soutok s Žižkovo potokem, Morávka III - Záhoří_náhon Bahno, Morávka I - Nižní Lhoty_pravostranné rameno","10072400, 10267096, 10267104, 10267105",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0810004,Lampetra planeri,CELKOVE_HODNOCENI,NA,2017,6376d,"Bahno, NPP Skalická Morávka, Morávka II - Raškovice_soutok s Žižkovo potokem, Morávka III - Záhoří_náhon Bahno, Morávka I - Nižní Lhoty_pravostranné rameno","10072400, 10267096, 10267104, 10267105",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0813456,Lampetra planeri,LOK_PROCDOBR,ne,"2015, 2023, 2020","6069b,6070a,6070c, 6070c, 6070a, 6069b","Moravice - Dolní Moravice, Moravice - Malá Štáhle, Moravice - Břidličná, Moravice - Břidličná_Lesy, Moravice - Břidličná, Moravice - Velké Štáhle_soutok s Podolským p., Moravice – Malá Štáhle, Moravice - Malá Štáhle_nad, Moravice – Velká Štáhle","9635892, 9635890, 9635748, 9635888, 13411658, 13411657, 13411656, 13411655, 12975939",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0813456,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2015, 2023, 2020","6069b,6070a,6070c, 6070c, 6070a, 6069b","Moravice - Dolní Moravice, Moravice - Malá Štáhle, Moravice - Břidličná, Moravice - Břidličná_Lesy, Moravice - Břidličná, Moravice - Velké Štáhle_soutok s Podolským p., Moravice – Malá Štáhle, Moravice - Malá Štáhle_nad, Moravice – Velká Štáhle","9635892, 9635890, 9635748, 9635888, 13411658, 13411657, 13411656, 13411655, 12975939",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0813462,Lampetra planeri,LOK_PROCDOBR,ne,2019,6476a,"Nová Dědina, Frýdlant nad Ostravicí - Frýdlant nad Ostravicí, levý břeh pod soutokem s Čeladénkou po profil lávky pro pěší., Ostravice, Řeka Ostravice - levý břeh u ústí Náhonu od Bártkova jezu., Ostravice - Frýdlant nad Ostravicí","10589418, 10589424, 10589462, 10589463",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0813462,Lampetra planeri,CELKOVE_HODNOCENI,NA,2019,6476a,"Nová Dědina, Frýdlant nad Ostravicí - Frýdlant nad Ostravicí, levý břeh pod soutokem s Čeladénkou po profil lávky pro pěší., Ostravice, Řeka Ostravice - levý břeh u ústí Náhonu od Bártkova jezu., Ostravice - Frýdlant nad Ostravicí","10589418, 10589424, 10589462, 10589463",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0813516,Lampetra planeri,LOK_PROCDOBR,ne,"2020, 2023","6478a, 6378a, 6378c, 6478b","Olše - Návsí, Olše – Lyžbice, Olše – Karpetná, Olše - Bystřice - Na Pasekách, Olše – Harcov, Olše - Bukovec u Jablunkova","11269969, 13411706, 13411707, 13411708, 13411709, 13411710, 13411711",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0813516,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2020, 2023","6478a, 6378a, 6378c, 6478b","Olše - Návsí, Olše – Lyžbice, Olše – Karpetná, Olše - Bystřice - Na Pasekách, Olše – Harcov, Olše - Bukovec u Jablunkova","11269969, 13411706, 13411707, 13411708, 13411709, 13411710, 13411711",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0813810,Lampetra planeri,LOK_PROCDOBR,ne,2018,6272c,Odra II - Spálovský Mlýn,12976344,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0813810,Lampetra planeri,CELKOVE_HODNOCENI,NA,2018,6272c,Odra II - Spálovský Mlýn,12976344,dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0814092,Lampetra planeri,LOK_PROCDOBR,ne,2015,"6274c,6274d,6275c,6373b,6373c,6373d,6374a","Butovický potok - Butovice, Odra - Albrechtičky, Ondřejnice - Stará Ves n. Ondřejnicí, Jíčínka - Kunín, Odra - Jeseník n. Odrou, Luha - Jeseník n. Odrou, Pustějovský potok - Butovice, Husí potok - Hladké Životice","9544225, 9544222, 9544227, 9544223, 9544221, 9544220, 9544224, 9544226",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0814092,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,"6274c,6274d,6275c,6373b,6373c,6373d,6374a","Butovický potok - Butovice, Odra - Albrechtičky, Ondřejnice - Stará Ves n. Ondřejnicí, Jíčínka - Kunín, Odra - Jeseník n. Odrou, Luha - Jeseník n. Odrou, Pustějovský potok - Butovice, Husí potok - Hladké Životice","9544225, 9544222, 9544227, 9544223, 9544221, 9544220, 9544224, 9544226",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
